Date,boc1,smc1,so-premp-c1,sm-premp-c1,sb-premp-c1,lcoc1,clc1,hoc1,cc1,brl=,fcpoc1,rsc1,myr=,cpo-mysth-m1,palm-myrbd-p1,sb-oilib-c1,bo-brzpar-b1,bo-brzpar-a1,palm-mycrd-p1,soy-arg-ref,jci-hogm-fujn,jci-hogm-shai,palm-sea-ocrdm,soil-sea-dgcf,sunf-sea-crm,go10sgswmc1,rbd-pko-m1
2023-05-29,,,,,,77.07,,,,5.0171,3585,683.7,4.602,3600.0,827.5,914,,,900.0,45.3,-168.0,-198.0,895,,900,90.67,940.0
2023-05-30,46.2,392.6,-720,12,-58,73.54,69.46,2.2808,594.0,5.0357,3430,658.2,4.598,3475.0,797.5,873,831.1,853.2,870.0,43.55,-168.0,-198.0,865,968.0,900,89.4,920.0
2023-05-31,46.2,393.4,-700,12,-70,72.66,68.09,2.2596,594.0,5.0574,3255,649.5,4.613,3300.0,760.0,857,837.8,864.2,850.0,43.19,-168.0,-209.0,820,912.0,880,86.64,890.0
2023-06-01,47.86,401.4,-820,11,-45,74.28,70.1,2.3147,592.5,5.014,3320,651.5,4.611,3325.0,772.5,875,856.7,889.8,872.5,42.31,-168.0,-220.0,835,940.0,880,86.21,905.0
2023-06-02,49.5,397.8,-650,13,-64,76.13,71.74,2.3569,609.0,4.9571,3416,658.0,4.575,3425.0,797.5,907,881.9,903.9,875.0,36.86,-240.0,-220.0,860,970.0,860,,915.0
2023-06-05,49.26,401.2,-800,18,-70,76.71,72.15,2.3775,597.5,4.9289,,655.1,4.575,,,900,878.8,898.6,890.0,38.02,-240.0,-198.0,877,982.0,870,91.53,
2023-06-06,50.92,396.7,-870,15,-65,76.29,71.74,2.3678,608.0,4.9125,3356,669.9,4.605,3375.0,777.5,926,869.1,924.2,880.0,36.16,-240.0,-220.0,850,980.0,850,88.99,905.0
2023-06-07,50.47,405.2,-900,15,-75,76.95,72.53,2.4018,604.25,4.9235,3411,670.2,4.595,3405.0,775.0,914,859.1,914.3,890.0,33.21,-216.0,-209.0,865,995.0,855,90.07,905.0
2023-06-08,52.5,404.0,,,,75.96,71.29,2.3898,610.25,4.9235,3375,679.8,4.617,3390.0,767.5,937,,,875.0,37.84,-216.0,-198.0,830,988.0,860,91.89,895.0
2023-06-09,54.59,397.2,,15,-90,74.79,70.17,2.361,604.25,4.8791,3478,685.9,4.612,3425.0,782.5,972,939.0,1005.1,880.0,33.93,-216.0,-198.0,850,1020.0,860,91.3,900.0
2023-06-12,53.98,397.4,-1100,15,-90,71.84,67.12,2.3091,617.25,4.8613,3382,689.0,4.617,3400.0,780.0,951,925.5,947.6,870.0,31.46,-216.0,-220.0,840,1024.0,890,88.52,900.0
2023-06-13,55.43,397.5,-1100,10,-110,74.29,69.42,2.3955,612.5,4.8622,3441,699.3,4.614,3450.0,795.0,974,957.5,979.5,885.0,23.7,-216.0,-220.0,860,1045.0,900,88.19,905.0
2023-06-14,55.96,389.7,-1190,10,-100,73.2,68.27,2.3577,607.75,4.8146,3478,694.2,4.619,3475.0,802.5,984,947.1,958.1,900.0,21.76,-216.0,-220.0,860,1053.0,940,91.24,900.0
2023-06-15,58.43,394.2,-1300,5,-100,75.67,70.62,2.4796,623.25,4.8102,3519,715.1,4.624,3530.0,810.0,993,979.5,990.5,915.0,13.86,-168.0,-198.0,865,1047.0,920,89.79,905.0
2023-06-16,59.69,416.4,-1350,5,-125,76.61,71.78,2.5514,640.25,4.8199,3785,733.3,4.611,3765.0,860.0,1013,1007.3,1018.3,970.0,17.43,-168.0,-187.0,920,1096.0,960,93.94,920.0
2023-06-19,,,,,,76.09,,,,4.7772,3766,745.6,4.625,3775.0,862.5,,,,980.0,22.93,-216.0,-198.0,920,1090.0,980,94.97,925.0
2023-06-20,59.63,412.8,-1300,6,-110,75.9,70.5,2.4754,643.75,4.7902,3737,745.5,4.638,3750.0,855.0,,988.3,1006.0,942.5,14.86,-228.0,-198.0,910,1080.0,980,93.76,920.0
2023-06-21,55.63,439.2,-900,12,-135,77.12,72.53,2.5642,671.0,4.763,3631,745.3,4.643,3635.0,827.5,967,983.9,1028.0,900.0,11.51,-228.0,-242.0,885,1040.0,960,92.65,910.0
2023-06-22,55.77,424.7,-1000,6,-140,74.14,69.51,2.4655,660.5,4.7689,3582,739.8,4.648,3590.0,817.5,972,953.9,1009.1,880.0,16.77,,,875,1030.0,935,94.85,905.0
2023-06-23,57.94,410.7,-950,11,-30,73.85,69.16,2.4071,630.75,4.7864,3644,734.0,4.674,3635.0,822.5,985,938.5,1026.7,902.5,5.1,,,885,1054.0,930,90.44,910.0
2023-06-25,,,,,,,,,,,,,,,,,,,,,-240.0,-220.0,,,,,
2023-06-26,59.51,414.6,-1200,14,-120,74.18,69.37,2.4388,637.25,4.7675,3739,748.6,4.67,3725.0,845.0,992,937.0,1003.1,935.0,-2.51,-240.0,-264.0,895,1086.0,950,90.94,915.0
2023-06-27,60.55,407.3,-1200,15,-130,72.26,67.7,2.399,623.0,4.8103,3685,739.3,4.662,3715.0,827.5,,945.8,994.3,930.0,-6.66,-264.0,-264.0,885,1080.0,950,92.9,905.0
2023-06-28,59.62,401.8,-1400,8,-30,74.03,69.56,2.4067,590.0,4.8506,3751,711.0,4.669,3750.0,842.5,961,925.3,958.4,910.0,10.51,-264.0,-286.0,905,1090.0,945,91.07,900.0
2023-06-29,60.83,403.0,-1350,18,-30,74.34,69.86,2.4156,581.0,4.8553,,729.2,4.669,,,945,890.7,952.4,915.0,5.73,-264.0,-275.0,,1090.0,945,,
2023-06-30,65.01,419.2,-1650,12,-65,74.9,70.64,2.4482,554.5,4.786,3751,746.9,4.665,3775.0,857.5,989,897.3,996.5,930.0,3.15,-264.0,-275.0,905,1065.0,935,92.45,
2023-07-03,67.02,418.6,-1750,8,-70,74.65,69.79,2.3773,557.25,4.8077,3945,,4.665,3925.0,882.5,997,973.8,1017.9,980.0,9.97,-240.0,-264.0,950,1088.0,980,91.68,925.0
2023-07-04,,,,,,76.25,,,,4.8408,3815,746.8,4.649,3865.0,857.5,997,,,960.0,1.04,-192.0,-242.0,930,1076.0,980,91.04,910.0
2023-07-05,68.58,417.9,-1850,7,-65,76.65,71.79,2.4933,548.25,4.8478,3800,762.9,4.65,3840.0,857.5,1019,1004.9,1093.1,970.0,6.1,-192.0,-220.0,915,1078.0,980,92.35,905.0
2023-07-06,65.95,415.6,,9,-60,76.52,71.8,2.4794,566.75,4.9193,3844,760.1,4.66,3865.0,857.5,986,969.6,1057.8,925.0,5.69,-192.0,-242.0,920,1075.0,980,94.32,905.0
2023-07-07,66.55,409.6,-1700,9,-45,78.47,73.86,2.5591,560.5,4.872,3757,753.6,4.666,3790.0,847.5,977,949.5,1048.7,960.0,8.89,-192.0,-242.0,910,1065.0,960,94.63,905.0
2023-07-10,69.22,412.3,-2000,15,-45,77.69,72.99,2.5532,570.75,4.8978,3843,762.5,4.667,3840.0,867.5,1023,933.2,999.4,970.0,18.94,-192.0,-242.0,925,1072.0,960,96.07,915.0
2023-07-11,68.53,422.3,-2050,13,-45,79.4,74.83,2.5837,571.75,4.8538,3815,768.2,4.655,3840.0,857.5,995,906.8,972.9,920.0,9.27,-192.0,-264.0,915,1071.0,960,96.8,910.0
2023-07-12,68.68,421.4,-2050,16,-45,80.11,75.75,2.5996,549.75,4.8184,3847,797.5,4.648,3865.0,862.5,950,911.4,933.4,930.0,16.27,-192.0,-286.0,925,1068.0,960,97.85,900.0
2023-07-13,69.67,430.9,-2100,13,-45,81.36,76.89,2.6104,593.5,4.7971,3786,814.4,4.587,3805.0,865.0,984,919.1,963.2,955.0,18.51,-192.0,-286.0,925,1060.0,955,99.65,895.0
2023-07-14,67.89,430.0,-2200,12,-50,79.87,75.42,2.5979,599.75,4.7894,3818,820.8,4.523,3860.0,882.5,975,916.0,949.1,945.0,14.67,-192.0,-286.0,930,1065.0,960,99.23,900.0
2023-07-17,64.76,434.4,-1630,11,-50,78.5,74.15,2.5642,499.25,4.8066,3885,829.8,4.537,3880.0,887.5,970,898.6,931.7,955.0,15.9,-192.0,-264.0,940,1055.0,965,97.92,910.0
2023-07-18,64.05,442.7,-1850,6,-50,79.63,75.75,2.5994,528.75,4.8105,3851,833.4,4.54,3875.0,885.0,955,916.0,1037.3,955.0,28.61,-192.0,-264.0,945,1025.0,965,98.22,915.0
2023-07-19,66.05,443.8,-1800,17,-55,79.46,75.35,2.6418,545.5,4.7909,,841.7,4.54,,885.0,990,960.1,1015.2,990.0,35.4,-192.0,-220.0,950,1055.0,965,99.97,
2023-07-20,67.64,440.5,-1850,-4,80,79.64,75.63,2.6644,537.25,4.798,3992,843.0,4.54,4000.0,917.5,1021,984.1,1028.2,1025.0,42.24,-192.0,-220.0,970,1100.0,1010,101.64,1020.0
2023-07-21,69.4,442.8,-2000,19,80,81.07,77.07,2.7457,527.0,4.7795,3993,825.8,4.557,3985.0,910.0,1039,989.9,1067.0,1025.0,41.13,-192.0,-209.0,970,1120.0,1050,103.09,1060.0
2023-07-24,71.99,447.3,-2100,20,80,82.74,78.74,2.7705,560.5,4.7271,4092,830.0,4.57,4080.0,935.0,1060,1024.9,1080.1,1052.5,47.45,-168.0,-198.0,1000,1170.0,1060,105.3,1070.0
2023-07-25,72.56,453.8,-2050,19,105,83.64,79.63,2.7776,557.5,4.7498,4000,824.0,4.56,4025.0,917.5,1074,1037.5,1092.6,1030.0,50.4,-144.0,-154.0,990,1144.0,1075,106.74,1060.0
2023-07-26,70.27,464.7,-2050,21,105,82.92,78.78,2.8429,540.25,4.7364,3987,830.8,4.547,4010.0,912.5,1040,987.0,1042.1,1020.0,48.94,-72.0,-110.0,975,1145.0,1065,106.91,1060.0
2023-07-27,68.61,464.5,-1950,15,-50,84.24,80.09,2.9169,533.25,4.7424,3922,823.5,4.518,3940.0,907.5,1010,950.4,1082.7,965.0,51.48,-72.0,-132.0,970,1105.0,1060,110.03,1060.0
2023-07-28,67.6,455.2,-2000,14,-80,84.99,80.58,2.9586,521.0,4.7336,3872,809.1,4.553,3900.0,897.5,1006,928.2,1049.4,980.0,74.23,-72.0,-154.0,955,1105.0,1060,111.04,1055.0
2023-07-31,65.58,451.2,-1900,14,-30,85.56,81.8,2.9909,504.0,4.7241,3792,784.0,4.507,3825.0,882.5,972,883.6,1060.0,950.0,67.41,48.0,-44.0,935,1060.0,1060,112.95,1040.0
2023-08-01,67.09,456.1,-1700,14,-30,84.91,81.37,3.0234,497.0,4.7911,3774,779.1,4.517,3815.0,877.5,1006,916.9,1104.3,960.0,64.84,168.0,22.0,935,1085.0,1040,113.71,1035.0
2023-08-02,67.31,451.8,-1740,12,-10,83.2,79.49,3.0043,488.25,4.812,3816,774.0,4.541,3860.0,882.5,1012,1009.9,1100.3,970.0,66.91,216.0,132.0,955,1100.0,1050,115.12,1040.0
2023-08-03,66.99,451.2,-1850,6,130,85.14,81.55,3.0749,480.75,4.917,3755,780.9,4.555,3780.0,862.5,1006,1002.9,1080.1,945.0,61.28,216.0,66.0,935,1091.0,1040,114.43,1020.0
2023-08-04,68.0,444.1,-1850,2,-20,86.24,82.82,3.0622,484.25,4.8733,3782,797.5,4.553,3825.0,872.5,1027,1025.2,1091.3,960.0,55.82,120.0,66.0,935,1080.0,1050,116.28,1025.0
2023-08-07,66.66,446.2,-1900,8,100,85.34,81.94,3.0155,482.25,4.8999,3700,,4.557,3765.0,857.5,999,1006.6,1050.7,950.0,55.71,120.0,132.0,920,1084.0,1040,114.53,1005.0
2023-08-08,66.58,433.2,-2000,5,180,86.17,82.92,3.0856,485.75,4.8996,3676,790.9,4.58,3715.0,845.0,992,1004.9,1026.9,935.0,57.27,120.0,121.0,890,1045.0,1020,112.52,990.0
2023-08-09,66.79,426.3,-2050,11,-20,87.55,84.4,3.207,481.0,4.902,3745,775.9,4.568,3760.0,855.0,1008,1009.5,1020.5,965.0,57.28,192.0,88.0,920,1069.0,1010,,1000.0
2023-08-10,66.6,429.6,-2050,10,-25,86.4,82.82,3.1533,483.25,4.8924,3740,773.2,4.57,3740.0,850.0,1003,952.0,929.9,930.0,50.48,192.0,88.0,925,1050.0,1010,119.77,990.0
2023-08-11,66.34,436.9,-2050,10,-70,86.81,83.19,3.1215,474.5,4.9048,3727,761.9,4.585,3730.0,847.5,1000,933.2,957.5,930.0,53.07,144.0,66.0,905,1041.0,995,117.93,985.0
2023-08-14,66.32,462.3,-2100,8,90,86.21,82.51,3.0883,475.75,4.9615,3697,770.8,4.615,3725.0,842.5,1009,953.5,971.1,922.5,52.8,144.0,132.0,900,1025.0,1000,117.42,980.0
2023-08-15,65.9,403.8,-2120,3,85,84.89,80.99,3.028,464.0,4.9845,3753,777.4,4.633,3775.0,852.5,1016,912.7,978.9,925.0,20.29,144.0,198.0,,,,116.64,985.0
2023-08-16,66.77,404.5,-2200,2,80,83.45,79.38,3.0209,469.5,4.9879,3815,790.7,4.627,3830.0,862.5,1015,909.9,987.0,955.0,45.06,144.0,198.0,925,1075.0,1005,114.63,990.0
2023-08-17,67.76,399.6,-2300,4,75,84.12,80.39,3.0938,473.0,4.9758,3894,795.2,4.65,3890.0,870.0,1025,920.7,986.8,955.0,44.99,144.0,176.0,935,1058.0,1010,114.63,990.0
2023-08-18,68.29,403.9,-2300,5,70,84.8,81.25,3.1597,479.5,4.9694,3854,800.5,4.645,3860.0,862.5,1037,954.4,998.5,960.0,40.34,120.0,154.0,925,1069.0,1000,116.64,985.0
2023-08-21,67.99,409.8,-2380,30,70,84.46,80.72,3.1162,469.25,4.9793,3922,809.4,4.647,3915.0,872.5,,897.5,926.2,960.0,44.95,120.0,154.0,915,1095.0,1010,118.52,985.0
2023-08-22,65.21,406.3,-2150,20,70,84.03,80.35,3.1388,466.5,4.9386,3857,796.0,4.646,3855.0,860.0,969,908.5,935.0,935.0,40.33,120.0,154.0,925,1048.0,1000,115.67,960.0
2023-08-23,66.15,413.0,-2250,24,65,83.21,78.89,3.1291,476.25,4.8572,3812,806.5,4.654,3825.0,852.5,977,929.3,940.3,940.0,48.23,120.0,154.0,915,996.0,980,116.74,955.0
2023-08-24,65.54,422.7,-2070,31,70,83.36,79.05,3.1564,472.25,4.8802,3815,809.9,4.643,3825.0,860.0,960,953.3,984.1,945.0,62.12,120.0,176.0,925,990.0,975,116.17,955.0
2023-08-25,66.73,422.8,-2100,24,65,84.48,79.83,3.3075,470.75,4.8711,3860,811.3,4.638,3840.0,872.5,986,975.1,1010.4,945.0,59.53,120.0,176.0,935,1045.0,985,118.32,960.0
2023-08-28,66.9,425.7,-2100,17,80,84.42,80.1,3.2037,478.5,4.8731,3800,809.1,4.652,3815.0,860.0,990,978.9,1011.9,950.0,59.43,120.0,176.0,925,1047.0,980,121.44,955.0
2023-08-29,66.56,419.3,-2150,30,65,85.49,81.16,3.2095,469.5,4.8523,3801,811.8,4.643,3825.0,860.0,970,971.4,993.4,950.0,55.5,96.0,176.0,920,1060.0,980,118.93,955.0
2023-08-30,65.54,423.0,-2180,25,60,85.86,81.63,3.0962,461.75,4.889,3860,809.2,4.637,3865.0,875.0,950,948.9,964.3,970.0,49.11,96.0,154.0,935,1040.0,965,117.75,970.0
2023-08-31,65.52,418.7,-2150,27,-95,86.86,83.63,3.1426,461.0,4.9544,,808.7,4.637,,,946,935.4,957.5,962.5,63.48,96.0,154.0,935,1048.0,960,116.21,
2023-09-01,66.55,412.7,-2150,23,-60,88.55,85.55,3.105,464.75,4.9463,3910,811.4,4.645,3915.0,877.5,965,981.1,1004.2,975.0,57.54,96.0,176.0,935,1036.0,960,,980.0
2023-09-04,,,,,,89.0,,,,4.9376,3873,,4.652,3875.0,870.0,965,,,990.0,55.19,96.0,176.0,930,,950,114.75,975.0
2023-09-05,66.0,406.3,-2100,26,70,90.04,86.69,3.2196,471.0,4.9671,3800,797.5,4.66,3840.0,860.0,950,914.9,992.1,1000.0,51.19,96.0,176.0,915,1034.0,950,115.46,975.0
2023-09-06,65.35,408.1,-2000,26,65,90.6,87.54,3.1927,471.5,4.9784,3760,795.2,4.672,3815.0,852.5,935,900.6,977.8,1015.0,44.8,120.0,176.0,900,1010.0,940,118.29,970.0
2023-09-07,63.86,403.4,,,,89.92,86.87,3.2123,470.75,4.9767,3750,782.9,4.677,3765.0,842.5,892,,,1010.0,40.53,120.0,176.0,910,998.0,935,118.1,965.0
2023-09-08,63.15,411.9,-2000,15,55,90.65,87.51,3.2991,468.5,4.9882,3730,780.1,4.674,3755.0,842.5,886,907.2,929.3,1010.0,20.54,96.0,154.0,885,980.0,935,120.0,970.0
2023-09-11,63.15,412.0,-1900,27,-65,90.64,87.29,3.3622,471.25,4.9307,3628,767.6,4.673,3675.0,827.5,894,918.2,929.3,970.0,19.84,84.0,154.0,880,954.0,920,121.71,960.0
2023-09-12,62.72,405.2,-1900,30,-60,92.06,88.84,3.3283,463.25,4.947,3598,752.3,4.675,3650.0,822.5,893,893.1,926.2,960.0,18.85,84.0,154.0,865,960.0,910,122.93,950.0
2023-09-13,64.43,401.9,-1900,32,-50,91.88,88.52,3.4354,464.0,4.9153,3635,755.3,4.677,3675.0,825.0,938,975.1,1001.6,950.0,25.16,84.0,110.0,875,977.0,900,123.72,950.0
2023-09-14,64.43,401.9,-1850,34,-55,93.7,90.16,3.4815,462.5,4.8668,3660,758.8,4.679,3725.0,835.0,957,945.8,978.9,970.0,29.85,84.0,110.0,885,1010.0,880,124.93,930.0
2023-09-15,63.38,393.6,-1850,33,-105,93.93,90.77,3.3834,476.25,4.8663,3690,763.9,4.682,3735.0,835.0,967,945.3,989.4,960.0,23.72,84.0,88.0,875,1039.0,880,127.52,930.0
2023-09-18,62.39,390.4,-1750,33,-60,94.43,91.48,3.2883,471.5,4.8556,3678,742.0,4.687,3700.0,822.5,957,945.6,989.7,950.0,36.32,48.0,66.0,885,1036.0,875,124.03,910.0
2023-09-19,61.76,391.5,-1750,30,75,94.34,91.2,3.3739,476.25,4.8673,3700,734.3,4.694,3710.0,827.5,948,942.7,964.7,950.0,35.91,48.0,66.0,,,,121.4,910.0
2023-09-20,60.68,397.2,-1800,28,75,93.53,90.28,3.3268,482.25,4.8801,3662,736.1,4.683,3680.0,817.5,919,896.8,940.9,945.0,48.85,24.0,66.0,860,1025.0,875,121.91,910.0
2023-09-21,59.65,390.3,-1650,33,75,93.3,89.63,3.368,475.25,4.9351,3648,725.3,4.689,3660.0,815.0,904,907.2,929.3,945.0,50.39,24.0,66.0,850,977.0,880,122.58,910.0
2023-09-22,60.85,388.2,-1650,29,-50,93.27,90.03,3.3062,477.25,4.9351,3647,722.0,4.685,3665.0,812.5,934,922.6,933.7,945.0,54.55,24.0,44.0,860,990.0,885,124.63,900.0
2023-09-25,58.75,392.0,-1460,33,-45,93.29,89.68,3.2622,481.25,4.9678,3675,710.9,4.683,3695.0,822.5,915,898.4,920.4,945.0,63.33,48.0,44.0,865,1003.0,910,124.13,900.0
2023-09-26,58.86,394.0,-1600,32,-55,93.96,90.39,3.2238,479.75,4.9898,3618,714.2,4.688,3645.0,812.5,920,900.8,922.9,950.0,59.35,48.0,44.0,860,988.0,895,120.44,890.0
2023-09-27,59.61,390.1,-1640,31,60,96.55,93.68,3.3147,483.25,5.0425,3678,726.1,4.706,3690.0,825.0,930,898.2,922.4,940.0,64.24,-24.0,44.0,875,996.0,915,123.32,900.0
2023-09-28,58.53,392.4,-1500,32,-47,95.38,91.71,3.318,488.5,5.0331,,715.5,4.706,,,918,937.6,959.7,940.0,60.58,-72.0,44.0,,,,126.11,
2023-09-29,57.44,375.9,-1450,32,50,95.31,90.79,3.3622,476.75,5.032,3689,707.0,4.6935,3710.0,825.0,911,913.6,935.6,940.0,56.84,,,870,985.0,915,126.21,905.0
2023-10-02,59.85,367.6,-1480,33,-50,90.71,88.82,3.2225,488.75,5.061,3645,,4.715,3660.0,817.5,924,955.7,988.8,900.0,55.77,,,,,,121.64,895.0
2023-10-03,59.45,363.2,-1530,34,-60,90.92,89.23,3.1954,487.5,5.1669,3644,717.4,4.722,3660.0,817.5,916,900.2,928.8,910.0,49.3,,,870,1010.0,915,118.96,890.0
2023-10-04,58.43,368.7,-1530,29,40,85.81,84.22,3.0178,486.0,5.1562,3646,710.8,4.729,3660.0,815.0,895,875.0,897.1,895.0,50.09,,,860,998.0,915,115.98,890.0
2023-10-05,57.86,373.6,-1450,30,-75,84.07,82.31,2.8687,497.5,5.1658,3566,711.2,4.725,3580.0,800.0,888,877.0,899.0,897.5,46.54,,,860,956.0,905,110.34,875.0
2023-10-06,57.29,367.6,-1350,31,-50,84.58,82.79,2.9008,492.0,5.1457,3562,710.6,4.71,3585.0,797.5,893,880.8,889.6,902.5,51.03,,,855,975.0,905,107.08,875.0
2023-10-07,,,,,,,,,,,,,,,,,,,,,-120.0,44.0,,,,,
2023-10-08,,,,,,,,,,,,,,,,,,,,,-48.0,44.0,,,,,
2023-10-09,56.13,370.9,-1450,32,-50,88.15,86.38,2.9666,488.25,5.1355,3577,,4.729,3590.0,797.5,875,862.7,880.3,895.0,53.24,-96.0,22.0,860,980.0,900,111.93,880.0
2023-10-10,53.99,372.0,-1400,32,-50,87.65,85.97,3.0201,485.5,5.0516,3541,704.6,4.727,3565.0,787.5,876,869.3,880.3,895.0,46.13,-96.0,,850,946.0,895,111.7,875.0
2023-10-11,53.52,374.3,-1250,31,-40,85.82,83.49,2.9985,488.0,5.0483,3530,702.7,4.716,3555.0,787.5,870,871.3,886.7,905.0,60.49,-120.0,,845,957.0,885,114.3,875.0
2023-10-12,54.47,387.6,,,,86.0,82.91,3.0449,496.0,5.046,3618,712.6,4.71,3615.0,805.0,890,,,907.5,68.36,-120.0,,855,940.0,890,113.12,895.0
2023-10-13,55.35,387.6,-1280,32,-50,90.89,87.69,3.2117,493.25,5.0801,3680,720.0,4.725,3680.0,822.5,,901.3,923.3,920.0,75.36,-96.0,,880,971.0,895,115.6,880.0
2023-10-16,55.9,390.2,-1330,35,-55,89.65,86.66,3.1492,490.0,5.0377,3735,723.2,4.734,3725.0,822.5,,928.2,945.8,915.0,82.15,-96.0,,880,1002.0,910,118.59,880.0
2023-10-17,55.35,399.8,-1350,50,-60,89.9,86.66,3.1767,489.0,5.0414,3739,719.2,4.734,3725.0,822.5,916,911.6,922.6,900.0,83.66,-96.0,,885,1019.0,930,116.61,885.0
2023-10-18,54.86,413.8,-1320,47,-65,91.5,88.32,3.1393,492.0,5.0591,3769,711.7,4.742,3765.0,822.5,913,896.4,911.8,935.0,90.28,-72.0,,900,1004.0,935,117.65,890.0
2023-10-19,53.11,423.0,-1330,32,-100,92.38,89.37,3.173,505.0,5.0646,3726,692.2,4.764,3725.0,817.5,882,873.3,888.7,890.0,84.07,-72.0,,880,985.0,935,115.37,885.0
2023-10-20,53.39,423.9,-1280,31,-55,92.16,88.75,3.1566,495.5,5.0312,3716,694.4,4.765,3715.0,815.0,888,864.0,894.9,910.0,92.13,-96.0,,875,980.0,930,114.66,890.0
2023-10-23,51.94,420.5,-1180,32,-55,89.83,85.49,3.0955,490.25,5.0112,3692,679.8,4.79,3700.0,802.5,892,880.5,893.8,887.5,89.77,-120.0,-44.0,870,980.0,940,118.04,880.0
2023-10-24,51.32,434.2,-1025,28,-60,88.07,83.74,3.0449,484.0,4.9908,3606,677.5,4.783,3630.0,792.5,900,871.3,899.9,885.0,101.17,-108.0,-44.0,,,,114.83,870.0
2023-10-25,52.6,429.2,-1280,21,30,90.13,85.39,3.0305,480.0,4.9947,3606,678.1,4.777,3615.0,792.5,923,890.7,939.2,870.0,112.07,-120.0,-44.0,855,989.0,935,111.83,870.0
2023-10-26,51.74,429.5,-1050,25,-95,87.93,83.21,3.0439,479.25,4.9861,3671,666.9,4.7845,3685.0,802.5,906,876.1,920.2,880.0,106.42,-144.0,-66.0,865,1010.0,945,113.69,890.0
2023-10-27,52.27,442.4,-1050,26,-95,90.48,85.54,3.0519,480.75,5.0152,3675,682.5,4.776,3690.0,807.5,918,898.8,931.9,877.5,114.71,-168.0,-121.0,870,1000.0,945,114.73,900.0
2023-10-30,52.39,426.5,-1050,22,-55,87.45,82.31,2.9663,478.25,5.0472,3625,668.0,4.76,3670.0,802.5,924,901.5,934.5,867.5,101.23,-216.0,-165.0,865,1010.0,945,111.98,895.0
2023-10-31,51.42,431.0,-1000,23,-55,87.41,81.02,2.991,478.75,5.035,3564,658.6,4.762,3590.0,792.5,908,906.5,924.2,865.0,98.24,-192.0,-187.0,860,1000.0,940,111.54,885.0
2023-11-01,49.9,430.4,-850,24,-50,84.63,80.44,2.9615,475.0,4.9534,3601,654.3,4.769,3595.0,790.0,913,890.7,923.7,865.0,84.17,-144.0,-132.0,855,997.0,935,109.75,880.0
2023-11-02,50.32,426.3,,,,86.85,82.46,3.0255,470.0,4.9534,3658,663.6,4.75,3660.0,807.5,922,,,877.5,95.61,-48.0,-66.0,870,1007.0,945,110.57,895.0
2023-11-03,49.36,442.1,-770,25,-50,84.89,80.51,2.9238,477.25,4.9012,3632,673.3,4.726,3655.0,805.0,918,900.8,911.8,880.0,93.16,-96.0,-66.0,870,1010.0,940,112.85,895.0
2023-11-06,50.8,437.5,-700,25,-55,85.18,80.82,2.9524,477.25,4.8853,3635,683.5,4.633,3640.0,822.5,933,932.6,943.6,925.0,97.73,-72.0,-110.0,880,1009.0,940,110.17,900.0
2023-11-07,49.49,447.4,-800,23,-60,81.61,77.37,2.8384,468.5,4.8724,3603,681.6,4.668,3625.0,810.0,937,936.7,952.2,920.0,94.6,-120.0,-110.0,875,1007.0,940,108.52,905.0
2023-11-08,49.95,449.8,-500,25,-45,79.54,75.33,2.7492,476.0,4.9103,3642,680.3,4.68,3665.0,817.5,947,960.1,968.9,920.0,99.84,-120.0,-110.0,885,1025.0,945,105.27,915.0
2023-11-09,50.45,449.9,-550,24,-55,80.01,75.74,2.7191,468.0,4.9342,3620,668.3,4.69,3650.0,812.5,969,957.9,980.0,940.0,108.74,-168.0,-132.0,875,1047.0,950,102.2,915.0
2023-11-10,51.2,449.4,-520,26,-70,81.43,77.17,2.7431,464.0,4.9013,3673,682.3,4.706,3685.0,817.5,991,996.5,1018.5,915.0,107.19,-192.0,-154.0,885,1058.0,960,101.11,930.0
2023-11-13,51.54,469.1,-400,27,-50,82.52,78.26,2.8393,477.25,4.9075,,,4.706,,,1011,1015.0,1026.0,917.5,130.14,-180.0,-154.0,,,,,
2023-11-14,52.75,473.6,-450,32,-75,82.47,78.26,2.8371,478.25,4.8654,3759,697.9,4.716,3760.0,837.5,1030,1041.7,1048.3,965.0,136.91,-168.0,-154.0,,,,105.64,955.0
2023-11-15,53.05,469.2,,,,81.18,76.66,2.8687,470.75,4.862,3800,719.5,4.67,3825.0,867.5,1037,,,975.0,128.93,-144.0,-154.0,,,,105.27,965.0
2023-11-16,51.63,466.8,-450,32,-10,77.42,72.9,2.7502,474.75,4.8632,3869,706.8,4.685,3840.0,860.0,1006,911.4,1006.2,970.0,130.71,-120.0,-154.0,925,1107.0,1010,105.84,960.0
2023-11-17,52.01,453.3,-530,24,-5,80.61,75.89,2.7725,467.0,4.9059,3809,697.2,4.678,3785.0,847.5,1014,1014.4,1029.8,950.0,131.71,-108.0,-154.0,910,1095.0,1005,101.24,950.0
2023-11-20,53.11,460.2,-530,28,-10,82.32,77.6,2.8495,469.5,4.8543,3803,716.7,4.665,3785.0,857.5,,1038.6,1054.0,977.5,127.24,-96.0,-88.0,920,1100.0,1005,104.3,945.0
2023-11-21,54.19,459.2,-500,26,-15,82.45,77.77,2.9249,470.0,4.9006,3819,721.2,4.65,3820.0,862.5,1058,1062.4,1084.5,970.0,128.54,-96.0,-88.0,930,1122.0,1000,105.87,945.0
